cliente_id,plano,contrato,forma_pagamento,canal_aquisicao,tempo_cliente_meses,receita_mensal,desconto_pct,horas_uso_semana,queda_uso_30d_pct,dias_sem_acesso,nota_satisfacao,chamados_90d,falhas_pagamento_90d,reajuste_recente,cancelou_60d
CLI05601,Plus,Mensal,Cartão,Busca orgânica,38,63.92,20,10.2,22.5,2,7,1,0,0,0
CLI05602,Essencial,Mensal,Cartão,Busca orgânica,16,42.42,15,2.0,30.6,10,9,0,0,0,0
CLI05603,Premium,Mensal,Cartão,Busca orgânica,71,113.9,5,3.1,59.4,9,7,1,1,0,0
CLI05604,Premium,Mensal,Pix,Busca orgânica,38,113.9,5,6.5,12.5,3,5,2,0,0,0
CLI05605,Plus,Mensal,Cartão,Parceiro,30,75.9,5,5.5,55.1,14,6,1,0,0,1
CLI05606,Plus,Mensal,Débito automático,Busca orgânica,17,71.91,10,4.3,45.7,4,5,1,0,0,1
CLI05607,Essencial,Anual,Cartão,Indicação,9,42.42,15,6.6,51.4,10,7,0,0,0,0
CLI05608,Plus,Mensal,Cartão,Mídia paga,48,67.92,15,6.8,37.4,11,6,0,1,0,0
CLI05609,Essencial,Anual,Débito automático,Indicação,47,49.9,0,3.8,34.1,7,3,2,0,0,0
CLI05610,Plus,Mensal,Cartão,Mídia paga,13,79.9,0,4.1,15.0,6,9,1,1,0,0
CLI05611,Essencial,Mensal,Cartão,Busca orgânica,8,47.4,5,8.7,11.6,4,4,0,1,0,0
CLI05612,Plus,Mensal,Cartão,Indicação,25,79.9,0,8.3,39.6,14,6,1,0,1,0
CLI05613,Essencial,Mensal,Cartão,Parceiro,24,44.91,10,9.4,14.0,7,5,0,0,1,0
CLI05614,Plus,Mensal,Pix,Busca orgânica,42,71.91,10,5.1,18.3,3,8,1,0,1,0
CLI05615,Plus,Mensal,Débito automático,Mídia paga,19,71.91,10,3.1,11.5,3,5,0,1,0,0
CLI05616,Essencial,Anual,Débito automático,Busca orgânica,65,49.9,0,6.0,12.2,4,8,0,0,0,0
CLI05617,Essencial,Anual,Cartão,Busca orgânica,34,44.91,10,2.9,55.2,3,5,0,0,0,0
CLI05618,Premium,Mensal,Cartão,Busca orgânica,72,119.9,0,3.9,13.5,8,10,0,0,0,0
CLI05619,Plus,Anual,Débito automático,Busca orgânica,7,75.9,5,4.0,35.6,6,8,0,1,0,0
CLI05620,Essencial,Mensal,Cartão,Mídia paga,27,44.91,10,4.9,35.2,5,7,1,1,0,0
CLI05621,Essencial,Mensal,Cartão,Indicação,61,49.9,0,3.1,5.7,2,10,0,0,0,0
CLI05622,Essencial,Mensal,Cartão,Busca orgânica,8,42.42,15,2.2,1.9,4,7,0,0,0,0
CLI05623,Plus,Anual,Débito automático,Busca orgânica,45,79.9,0,4.1,41.5,6,6,0,0,0,0
CLI05624,Plus,Anual,Débito automático,Mídia paga,5,67.92,15,3.1,18.6,3,10,0,0,0,0
CLI05625,Essencial,Anual,Cartão,Indicação,9,39.92,20,1.7,46.0,7,8,0,1,1,0
CLI05626,Plus,Anual,Cartão,Busca orgânica,8,79.9,0,1.5,9.7,4,9,0,0,1,0
CLI05627,Plus,Mensal,Débito automático,Busca orgânica,9,79.9,0,9.6,8.2,3,8,0,0,0,0
CLI05628,Plus,Anual,Cartão,Mídia paga,41,79.9,0,9.5,17.7,4,10,2,0,0,0
CLI05629,Essencial,Anual,Cartão,Parceiro,19,44.91,10,3.7,46.5,14,7,0,0,1,0
CLI05630,Essencial,Anual,Débito automático,Busca orgânica,23,49.9,0,1.8,19.2,4,10,1,0,0,0
CLI05631,Essencial,Mensal,Cartão,Busca orgânica,12,42.42,15,2.5,21.7,7,7,0,0,0,0
CLI05632,Essencial,Anual,Cartão,Busca orgânica,24,44.91,10,1.3,20.7,7,6,3,0,1,0
CLI05633,Essencial,Mensal,Débito automático,Mídia paga,60,44.91,10,1.1,67.4,6,7,3,0,0,0
CLI05634,Essencial,Anual,Débito automático,Busca orgânica,8,44.91,10,1.9,23.1,9,5,0,0,1,0
CLI05635,Essencial,Anual,Cartão,Indicação,96,44.91,10,4.4,28.2,6,7,0,1,0,0
CLI05636,Plus,Anual,Cartão,Mídia paga,21,79.9,0,1.4,18.8,8,6,1,1,0,0
CLI05637,Essencial,Mensal,Cartão,Indicação,12,44.91,10,4.6,32.4,9,6,0,1,0,0
CLI05638,Plus,Mensal,Pix,Indicação,8,71.91,10,5.7,10.6,9,8,1,0,0,0
CLI05639,Essencial,Anual,Cartão,Parceiro,31,44.91,10,3.9,2.0,5,8,1,1,0,0
CLI05640,Plus,Anual,Cartão,Mídia paga,28,67.92,15,4.6,41.3,10,5,3,0,0,0
CLI05641,Essencial,Anual,Cartão,Mídia paga,9,47.4,5,3.8,14.7,6,8,1,0,0,0
CLI05642,Plus,Anual,Pix,Indicação,53,75.9,5,4.2,15.3,4,6,0,1,1,0
CLI05643,Plus,Mensal,Cartão,Busca orgânica,35,75.9,5,1.4,24.3,4,9,0,0,1,0
CLI05644,Essencial,Anual,Pix,Busca orgânica,51,44.91,10,8.2,25.1,4,8,0,1,0,0
CLI05645,Plus,Mensal,Pix,Mídia paga,56,63.92,20,3.4,10.9,4,10,2,0,0,0
CLI05646,Essencial,Mensal,Boleto,Mídia paga,8,44.91,10,2.4,21.8,5,7,2,1,0,0
CLI05647,Plus,Mensal,Pix,Busca orgânica,56,79.9,0,4.7,30.2,8,4,1,0,1,0
CLI05648,Essencial,Mensal,Débito automático,Busca orgânica,39,47.4,5,9.2,12.6,2,8,1,2,0,0
CLI05649,Essencial,Mensal,Cartão,Indicação,35,39.92,20,5.6,37.9,11,7,0,1,0,0
CLI05650,Essencial,Anual,Débito automático,Mídia paga,20,49.9,0,3.6,78.6,8,5,1,0,1,1
CLI05651,Premium,Mensal,Pix,Busca orgânica,54,101.92,15,6.0,23.3,6,4,1,0,0,1
CLI05652,Essencial,Anual,Débito automático,Mídia paga,59,42.42,15,2.3,39.6,10,8,0,0,1,0
CLI05653,Plus,Mensal,Boleto,Mídia paga,33,79.9,0,6.0,38.1,4,7,0,2,0,0
CLI05654,Essencial,Anual,Cartão,Indicação,35,42.42,15,2.1,6.1,5,8,0,0,0,0
CLI05655,Essencial,Mensal,Boleto,Parceiro,89,44.91,10,3.0,36.2,7,5,1,0,1,0
CLI05656,Essencial,Anual,Débito automático,Mídia paga,1,39.92,20,6.8,54.8,6,4,1,0,0,0
CLI05657,Premium,Mensal,Débito automático,Mídia paga,64,113.9,5,5.5,25.9,8,7,2,0,0,0
CLI05658,Plus,Mensal,Pix,Indicação,25,71.91,10,6.3,11.9,7,6,0,1,1,0
CLI05659,Essencial,Mensal,Cartão,Indicação,67,49.9,0,2.5,9.5,6,7,0,0,0,0
CLI05660,Plus,Mensal,Débito automático,Indicação,12,79.9,0,3.4,66.0,19,7,0,0,0,0
CLI05661,Essencial,Mensal,Cartão,Busca orgânica,32,49.9,0,6.5,30.9,2,6,0,1,0,0
CLI05662,Essencial,Mensal,Pix,Busca orgânica,32,47.4,5,5.0,18.7,8,10,0,0,0,0
CLI05663,Plus,Mensal,Cartão,Mídia paga,37,79.9,0,8.8,3.7,3,9,1,0,0,0
CLI05664,Essencial,Anual,Cartão,Busca orgânica,21,42.42,15,4.1,6.0,7,8,1,0,0,0
CLI05665,Essencial,Mensal,Débito automático,Busca orgânica,16,49.9,0,3.3,15.1,3,9,1,0,0,0
CLI05666,Plus,Mensal,Débito automático,Parceiro,37,71.91,10,1.1,63.6,4,4,1,0,0,0
CLI05667,Essencial,Mensal,Débito automático,Mídia paga,40,39.92,20,1.6,4.5,5,6,2,0,0,0
CLI05668,Premium,Mensal,Débito automático,Busca orgânica,23,113.9,5,2.6,5.0,6,5,2,0,0,0
CLI05669,Plus,Mensal,Débito automático,Parceiro,36,79.9,0,3.9,10.1,8,7,1,0,0,0
CLI05670,Premium,Anual,Boleto,Busca orgânica,75,119.9,0,7.3,19.5,7,6,2,0,1,0
CLI05671,Plus,Mensal,Pix,Mídia paga,27,63.92,20,2.0,26.2,5,7,0,0,0,0
CLI05672,Premium,Mensal,Débito automático,Busca orgânica,3,95.92,20,2.3,33.1,10,8,0,0,1,0
CLI05673,Essencial,Mensal,Débito automático,Mídia paga,33,44.91,10,2.5,11.5,7,7,2,0,0,0
CLI05674,Plus,Mensal,Débito automático,Mídia paga,9,71.91,10,1.5,19.8,5,7,0,0,0,0
CLI05675,Plus,Anual,Débito automático,Mídia paga,31,75.9,5,9.7,17.7,2,7,2,0,0,0
CLI05676,Premium,Mensal,Pix,Busca orgânica,47,113.9,5,2.9,17.9,2,9,1,0,1,0
CLI05677,Essencial,Anual,Pix,Parceiro,23,47.4,5,2.5,16.2,3,8,1,0,0,0
CLI05678,Plus,Mensal,Pix,Busca orgânica,44,75.9,5,2.6,7.0,7,9,0,0,1,0
CLI05679,Plus,Mensal,Débito automático,Mídia paga,44,67.92,15,3.7,16.1,3,9,0,0,0,0
CLI05680,Essencial,Mensal,Pix,Indicação,57,42.42,15,0.6,12.2,4,7,0,0,1,0
CLI05681,Premium,Anual,Cartão,Busca orgânica,83,101.92,15,13.6,47.0,9,5,1,0,1,0
CLI05682,Essencial,Mensal,Cartão,Parceiro,68,49.9,0,7.8,43.1,10,7,2,0,0,0
CLI05683,Essencial,Mensal,Pix,Mídia paga,2,49.9,0,1.2,9.1,5,8,1,0,0,0
CLI05684,Plus,Anual,Cartão,Indicação,16,63.92,20,5.0,68.1,10,8,1,0,0,1
CLI05685,Essencial,Mensal,Cartão,Mídia paga,12,49.9,0,3.6,22.1,5,6,0,1,0,0
CLI05686,Essencial,Mensal,Cartão,Indicação,39,49.9,0,3.0,30.3,9,7,0,2,0,0
CLI05687,Essencial,Mensal,Cartão,Busca orgânica,23,49.9,0,6.2,18.3,10,8,0,0,0,0
CLI05688,Essencial,Mensal,Débito automático,Indicação,13,49.9,0,4.8,10.0,5,8,0,0,0,0
CLI05689,Plus,Anual,Pix,Busca orgânica,16,75.9,5,3.1,61.4,11,7,0,0,1,0
CLI05690,Premium,Mensal,Débito automático,Indicação,18,119.9,0,9.4,73.4,12,3,1,1,1,1
CLI05691,Plus,Mensal,Cartão,Mídia paga,43,75.9,5,3.0,18.2,8,7,1,0,0,0
CLI05692,Essencial,Mensal,Cartão,Mídia paga,6,47.4,5,1.0,36.3,4,5,1,1,0,0
CLI05693,Plus,Anual,Cartão,Busca orgânica,13,75.9,5,11.2,31.5,4,6,0,1,0,0
CLI05694,Premium,Mensal,Cartão,Mídia paga,2,107.91,10,17.6,42.9,7,6,1,1,0,0
CLI05695,Plus,Mensal,Cartão,Busca orgânica,43,75.9,5,1.8,34.1,8,8,0,2,0,0
CLI05696,Essencial,Anual,Pix,Parceiro,53,49.9,0,3.3,48.8,5,8,0,0,0,0
CLI05697,Essencial,Mensal,Cartão,Mídia paga,35,44.91,10,6.1,16.4,6,6,1,0,0,0
CLI05698,Premium,Anual,Débito automático,Parceiro,39,107.91,10,5.9,4.1,5,7,1,0,0,0
CLI05699,Premium,Anual,Pix,Mídia paga,29,113.9,5,5.2,28.6,7,8,0,0,0,0
CLI05700,Essencial,Mensal,Cartão,Mídia paga,35,49.9,0,3.8,73.4,11,5,2,0,0,1
CLI05701,Premium,Anual,Débito automático,Indicação,4,95.92,20,8.0,1.1,7,8,0,0,0,0
CLI05702,Essencial,Anual,Pix,Mídia paga,34,49.9,0,3.1,85.5,17,6,0,0,0,0
CLI05703,Essencial,Mensal,Cartão,Mídia paga,12,49.9,0,5.9,43.0,8,6,1,2,0,1
CLI05704,Plus,Mensal,Pix,Busca orgânica,39,79.9,0,5.0,66.6,13,6,1,1,0,1
CLI05705,Plus,Anual,Débito automático,Busca orgânica,21,71.91,10,3.6,15.1,3,8,0,1,0,0
CLI05706,Essencial,Mensal,Pix,Busca orgânica,63,44.91,10,9.0,1.0,3,9,2,0,0,0
CLI05707,Premium,Mensal,Boleto,Busca orgânica,30,101.92,15,3.3,8.8,7,8,1,1,0,0
CLI05708,Premium,Mensal,Cartão,Parceiro,11,107.91,10,7.7,34.0,5,5,1,2,1,0
CLI05709,Essencial,Anual,Cartão,Indicação,8,49.9,0,2.6,48.7,5,8,1,0,1,1
CLI05710,Plus,Anual,Débito automático,Indicação,12,71.91,10,5.7,12.9,7,8,0,0,1,0
CLI05711,Plus,Anual,Pix,Indicação,25,79.9,0,2.1,29.1,6,8,0,0,1,0
CLI05712,Plus,Mensal,Boleto,Mídia paga,60,67.92,15,1.9,16.5,9,8,1,1,0,0
CLI05713,Premium,Anual,Débito automático,Mídia paga,18,119.9,0,6.7,16.4,3,8,0,0,0,0
CLI05714,Plus,Mensal,Pix,Mídia paga,33,75.9,5,5.8,15.1,7,6,0,0,1,0
CLI05715,Essencial,Mensal,Pix,Indicação,8,39.92,20,0.6,3.8,8,6,0,0,0,0
CLI05716,Essencial,Anual,Cartão,Parceiro,39,44.91,10,3.8,24.5,9,6,0,0,1,0
CLI05717,Premium,Mensal,Cartão,Busca orgânica,22,119.9,0,5.2,75.0,15,5,0,1,1,1
CLI05718,Premium,Mensal,Cartão,Indicação,33,107.91,10,1.7,27.1,6,8,0,0,1,0
CLI05719,Essencial,Mensal,Cartão,Indicação,66,49.9,0,1.3,27.4,5,10,1,0,0,0
CLI05720,Essencial,Mensal,Débito automático,Busca orgânica,27,49.9,0,1.2,17.4,6,9,1,1,0,0
CLI05721,Plus,Anual,Débito automático,Busca orgânica,9,75.9,5,4.5,71.7,15,4,1,0,0,0
CLI05722,Essencial,Mensal,Boleto,Mídia paga,29,39.92,20,0.5,34.1,6,7,1,0,1,0
CLI05723,Essencial,Anual,Cartão,Indicação,28,47.4,5,3.9,33.9,8,5,2,0,1,1
CLI05724,Premium,Mensal,Cartão,Mídia paga,44,119.9,0,4.6,64.3,8,7,0,0,1,0
CLI05725,Plus,Mensal,Cartão,Busca orgânica,27,75.9,5,13.4,39.0,11,5,0,1,0,0
CLI05726,Premium,Anual,Pix,Busca orgânica,64,101.92,15,0.9,3.8,6,8,2,1,0,0
CLI05727,Plus,Mensal,Cartão,Mídia paga,45,75.9,5,3.0,33.4,5,5,2,3,0,0
CLI05728,Essencial,Anual,Pix,Mídia paga,27,49.9,0,0.4,23.1,9,6,0,0,1,0
CLI05729,Premium,Anual,Débito automático,Parceiro,25,95.92,20,5.4,26.3,9,10,0,0,0,0
CLI05730,Essencial,Mensal,Cartão,Busca orgânica,10,39.92,20,2.0,1.6,2,7,0,0,0,0
CLI05731,Essencial,Mensal,Débito automático,Indicação,19,47.4,5,6.1,7.1,5,7,3,0,0,0
CLI05732,Premium,Mensal,Cartão,Parceiro,6,101.92,15,3.5,22.1,0,7,0,3,0,0
CLI05733,Plus,Anual,Cartão,Busca orgânica,23,79.9,0,1.9,62.2,13,7,0,0,0,0
CLI05734,Premium,Mensal,Boleto,Mídia paga,5,119.9,0,3.8,3.5,1,7,0,1,0,0
CLI05735,Essencial,Anual,Cartão,Indicação,28,47.4,5,3.2,18.7,7,10,2,1,0,0
CLI05736,Premium,Anual,Cartão,Busca orgânica,9,101.92,15,4.8,28.6,5,9,1,0,0,0
CLI05737,Plus,Mensal,Boleto,Parceiro,33,71.91,10,6.0,37.0,8,6,0,2,0,0
CLI05738,Plus,Anual,Cartão,Parceiro,26,63.92,20,6.1,58.1,8,7,0,2,0,1
CLI05739,Premium,Mensal,Cartão,Parceiro,16,107.91,10,3.6,34.0,9,8,0,0,0,0
CLI05740,Essencial,Mensal,Cartão,Mídia paga,7,44.91,10,1.6,1.9,7,7,0,2,0,0
CLI05741,Plus,Mensal,Débito automático,Busca orgânica,24,67.92,15,4.9,24.7,8,7,0,0,0,0
CLI05742,Plus,Anual,Pix,Mídia paga,23,79.9,0,7.6,27.1,10,9,2,1,0,0
CLI05743,Plus,Mensal,Pix,Indicação,80,71.91,10,0.8,27.4,5,3,0,0,0,0
CLI05744,Premium,Anual,Boleto,Mídia paga,18,119.9,0,6.4,5.7,4,7,2,1,0,0
CLI05745,Plus,Mensal,Cartão,Mídia paga,42,75.9,5,3.3,42.7,3,7,0,0,0,0
CLI05746,Essencial,Mensal,Pix,Mídia paga,14,47.4,5,1.3,48.8,11,7,0,0,1,0
CLI05747,Essencial,Anual,Boleto,Busca orgânica,11,44.91,10,3.9,31.3,3,9,0,0,0,0
CLI05748,Premium,Anual,Cartão,Busca orgânica,36,95.92,20,3.6,11.2,9,10,2,0,0,0
CLI05749,Premium,Mensal,Boleto,Mídia paga,17,119.9,0,11.2,45.0,10,5,1,1,0,0
CLI05750,Premium,Mensal,Boleto,Parceiro,24,95.92,20,15.6,25.3,9,8,1,2,1,0
CLI05751,Essencial,Mensal,Boleto,Busca orgânica,2,44.91,10,1.3,15.3,8,6,0,0,1,0
CLI05752,Essencial,Mensal,Cartão,Indicação,15,44.91,10,2.9,12.6,6,5,2,0,1,1
CLI05753,Plus,Anual,Pix,Parceiro,16,71.91,10,3.2,34.0,10,10,0,0,0,0
CLI05754,Plus,Mensal,Débito automático,Mídia paga,10,79.9,0,2.9,27.8,7,6,0,0,0,1
CLI05755,Essencial,Mensal,Cartão,Mídia paga,19,49.9,0,2.3,21.4,8,6,1,0,0,0
CLI05756,Plus,Anual,Pix,Parceiro,5,79.9,0,3.4,20.1,5,7,0,0,0,0
CLI05757,Essencial,Mensal,Cartão,Mídia paga,28,49.9,0,7.2,8.5,2,9,0,1,0,0
CLI05758,Plus,Anual,Cartão,Mídia paga,19,75.9,5,7.1,9.3,2,7,0,0,1,0
CLI05759,Essencial,Mensal,Débito automático,Mídia paga,18,49.9,0,7.1,30.6,8,7,3,0,0,0
CLI05760,Essencial,Mensal,Boleto,Busca orgânica,36,44.91,10,1.3,45.7,5,6,1,1,1,0
CLI05761,Essencial,Mensal,Cartão,Busca orgânica,10,47.4,5,5.0,30.2,8,6,0,1,0,1
CLI05762,Premium,Mensal,Cartão,Busca orgânica,66,107.91,10,6.7,36.7,13,10,0,2,0,0
CLI05763,Plus,Anual,Pix,Mídia paga,10,79.9,0,7.4,10.8,7,9,1,0,0,0
CLI05764,Premium,Mensal,Cartão,Busca orgânica,46,113.9,5,2.9,13.9,3,5,1,1,0,0
CLI05765,Plus,Mensal,Pix,Parceiro,59,67.92,15,1.5,20.4,1,6,0,0,0,0
CLI05766,Essencial,Mensal,Débito automático,Busca orgânica,4,42.42,15,1.5,2.8,2,10,0,0,0,0
CLI05767,Essencial,Mensal,Cartão,Mídia paga,13,44.91,10,1.7,20.3,4,6,1,0,0,0
CLI05768,Plus,Mensal,Débito automático,Indicação,7,71.91,10,3.9,36.0,8,5,0,0,1,0
CLI05769,Essencial,Mensal,Cartão,Busca orgânica,35,42.42,15,6.4,8.7,5,7,1,0,1,0
CLI05770,Plus,Mensal,Cartão,Busca orgânica,15,79.9,0,6.5,20.9,3,6,0,0,1,0
CLI05771,Plus,Anual,Débito automático,Mídia paga,11,79.9,0,2.3,18.0,8,4,1,0,1,0
CLI05772,Premium,Mensal,Cartão,Indicação,21,107.91,10,4.9,14.0,7,7,1,2,0,0
CLI05773,Essencial,Anual,Cartão,Busca orgânica,25,49.9,0,3.2,30.7,8,7,0,0,0,0
CLI05774,Plus,Mensal,Pix,Mídia paga,54,79.9,0,0.4,54.0,7,4,2,0,0,0
CLI05775,Essencial,Anual,Cartão,Mídia paga,54,39.92,20,5.1,31.3,8,6,0,1,1,0
CLI05776,Essencial,Mensal,Pix,Mídia paga,13,49.9,0,4.4,15.9,5,8,3,0,0,0
CLI05777,Plus,Mensal,Débito automático,Mídia paga,6,71.91,10,5.9,56.7,13,5,0,1,0,0
CLI05778,Plus,Mensal,Cartão,Mídia paga,32,75.9,5,3.3,29.5,12,6,0,1,0,1
CLI05779,Plus,Mensal,Cartão,Busca orgânica,20,79.9,0,7.9,9.9,4,9,1,1,0,0
CLI05780,Essencial,Mensal,Cartão,Busca orgânica,57,47.4,5,3.2,72.0,9,6,1,1,1,0
CLI05781,Premium,Mensal,Débito automático,Indicação,58,119.9,0,6.6,33.7,12,10,0,0,0,0
CLI05782,Premium,Anual,Cartão,Indicação,33,119.9,0,12.2,12.0,4,10,1,0,0,0
CLI05783,Plus,Mensal,Débito automático,Mídia paga,27,71.91,10,3.7,11.2,6,8,0,2,0,0
CLI05784,Premium,Anual,Cartão,Parceiro,29,113.9,5,1.4,64.9,9,5,0,0,1,0
CLI05785,Essencial,Mensal,Débito automático,Mídia paga,27,47.4,5,5.7,13.6,5,8,0,0,0,0
CLI05786,Plus,Mensal,Débito automático,Busca orgânica,29,75.9,5,1.3,13.9,6,9,0,0,0,0
CLI05787,Premium,Mensal,Débito automático,Mídia paga,16,113.9,5,5.1,35.4,14,6,0,1,1,0
CLI05788,Plus,Mensal,Débito automático,Busca orgânica,15,79.9,0,1.3,25.4,7,8,1,0,0,0
CLI05789,Plus,Anual,Cartão,Busca orgânica,18,79.9,0,2.1,18.3,9,6,0,0,0,0
CLI05790,Plus,Mensal,Cartão,Indicação,77,71.91,10,5.4,70.2,12,4,2,0,1,1
CLI05791,Plus,Anual,Cartão,Mídia paga,2,71.91,10,7.3,32.8,8,7,0,0,0,0
CLI05792,Plus,Mensal,Cartão,Mídia paga,15,79.9,0,8.4,18.4,4,9,1,1,0,0
CLI05793,Essencial,Mensal,Pix,Mídia paga,17,49.9,0,6.0,37.1,7,6,1,0,0,0
CLI05794,Essencial,Mensal,Débito automático,Mídia paga,32,47.4,5,5.6,29.7,5,7,1,0,0,0
CLI05795,Plus,Anual,Pix,Mídia paga,14,71.91,10,4.1,45.2,6,8,0,0,0,0
CLI05796,Plus,Mensal,Boleto,Busca orgânica,61,71.91,10,8.9,43.7,5,6,1,0,0,1
CLI05797,Plus,Anual,Débito automático,Mídia paga,51,79.9,0,2.8,16.8,4,6,1,0,0,0
CLI05798,Premium,Mensal,Cartão,Indicação,63,107.91,10,1.2,42.1,12,8,0,1,0,0
CLI05799,Plus,Mensal,Cartão,Busca orgânica,27,79.9,0,5.7,19.1,6,7,0,0,0,0
CLI05800,Essencial,Anual,Pix,Busca orgânica,58,47.4,5,1.0,22.3,7,6,1,0,0,0
CLI05801,Essencial,Mensal,Cartão,Indicação,13,49.9,0,1.4,15.6,8,6,2,0,0,0
CLI05802,Plus,Anual,Cartão,Mídia paga,24,79.9,0,2.0,30.8,12,5,0,0,0,0
CLI05803,Plus,Mensal,Pix,Indicação,4,75.9,5,2.4,62.9,12,4,2,0,0,0
CLI05804,Plus,Anual,Débito automático,Busca orgânica,35,75.9,5,6.0,25.3,7,7,1,0,0,0
CLI05805,Plus,Mensal,Cartão,Busca orgânica,34,79.9,0,10.5,30.9,7,5,0,0,1,1
CLI05806,Plus,Anual,Cartão,Mídia paga,28,79.9,0,7.1,22.1,3,10,0,0,0,0
CLI05807,Plus,Mensal,Cartão,Indicação,20,75.9,5,2.2,18.5,4,7,0,1,0,1
CLI05808,Premium,Anual,Cartão,Mídia paga,43,107.91,10,4.2,35.9,5,8,0,0,1,0
CLI05809,Essencial,Mensal,Cartão,Busca orgânica,56,49.9,0,0.5,37.7,7,9,1,1,0,0
CLI05810,Plus,Anual,Débito automático,Busca orgânica,79,71.91,10,3.6,28.4,6,9,0,0,0,0
CLI05811,Plus,Anual,Pix,Indicação,33,63.92,20,5.5,10.0,2,9,0,0,1,0
CLI05812,Essencial,Anual,Cartão,Parceiro,23,44.91,10,5.3,39.2,8,6,0,0,1,0
CLI05813,Plus,Mensal,Boleto,Busca orgânica,16,71.91,10,2.0,4.3,4,5,1,0,0,0
CLI05814,Plus,Mensal,Pix,Busca orgânica,37,71.91,10,7.8,48.5,14,5,1,0,0,0
CLI05815,Plus,Anual,Cartão,Indicação,13,67.92,15,2.4,19.8,4,5,2,1,0,0
CLI05816,Plus,Mensal,Débito automático,Busca orgânica,35,79.9,0,7.9,27.5,6,9,0,0,1,0
CLI05817,Essencial,Mensal,Débito automático,Busca orgânica,13,49.9,0,5.3,3.3,5,8,1,1,0,0
CLI05818,Essencial,Mensal,Pix,Indicação,24,47.4,5,7.3,6.2,4,9,1,0,0,0
CLI05819,Essencial,Mensal,Cartão,Mídia paga,12,49.9,0,11.7,41.5,7,7,0,1,0,1
CLI05820,Essencial,Mensal,Débito automático,Parceiro,17,49.9,0,1.9,32.6,5,4,1,2,1,1
CLI05821,Plus,Anual,Cartão,Busca orgânica,33,67.92,15,7.2,33.6,9,8,2,0,0,0
CLI05822,Premium,Mensal,Cartão,Busca orgânica,47,107.91,10,4.5,50.7,9,7,0,0,0,0
CLI05823,Plus,Mensal,Débito automático,Busca orgânica,19,79.9,0,1.7,0.0,5,9,1,0,1,0
CLI05824,Essencial,Anual,Débito automático,Parceiro,2,49.9,0,3.9,17.5,5,8,0,0,0,0
CLI05825,Essencial,Mensal,Pix,Mídia paga,5,44.91,10,4.5,11.0,3,10,0,0,0,0
CLI05826,Essencial,Anual,Cartão,Indicação,5,47.4,5,2.4,24.7,6,7,0,1,0,0
CLI05827,Plus,Mensal,Cartão,Mídia paga,59,79.9,0,2.2,7.4,5,5,3,1,1,1
CLI05828,Essencial,Mensal,Débito automático,Busca orgânica,96,42.42,15,3.9,16.5,11,8,1,0,0,0
CLI05829,Plus,Mensal,Débito automático,Indicação,23,63.92,20,2.1,58.9,6,6,0,0,0,0
CLI05830,Plus,Mensal,Débito automático,Parceiro,5,79.9,0,3.8,5.8,4,10,1,2,0,0
CLI05831,Plus,Anual,Cartão,Indicação,11,71.91,10,6.6,6.0,8,7,0,0,1,0
CLI05832,Essencial,Mensal,Boleto,Busca orgânica,10,49.9,0,3.7,5.3,7,9,1,0,0,0
CLI05833,Essencial,Mensal,Cartão,Mídia paga,57,39.92,20,4.9,24.4,2,10,0,0,0,0
CLI05834,Plus,Mensal,Cartão,Mídia paga,18,75.9,5,2.6,20.4,1,6,1,0,1,0
CLI05835,Plus,Mensal,Débito automático,Indicação,96,79.9,0,3.8,33.7,5,5,1,1,0,0
CLI05836,Essencial,Anual,Cartão,Mídia paga,9,47.4,5,2.0,44.8,8,6,1,0,0,1
CLI05837,Premium,Mensal,Pix,Mídia paga,10,119.9,0,6.0,14.7,1,8,2,1,0,1
CLI05838,Plus,Mensal,Pix,Mídia paga,18,75.9,5,2.6,15.9,6,10,0,0,0,0
CLI05839,Plus,Mensal,Débito automático,Indicação,16,79.9,0,3.8,14.4,6,10,0,0,1,0
CLI05840,Essencial,Anual,Cartão,Indicação,51,44.91,10,3.0,54.9,7,7,0,0,0,0
CLI05841,Essencial,Mensal,Cartão,Parceiro,26,44.91,10,6.8,47.7,8,9,0,0,0,0
CLI05842,Essencial,Mensal,Pix,Mídia paga,38,49.9,0,2.2,54.0,9,6,1,0,0,0
CLI05843,Essencial,Anual,Débito automático,Busca orgânica,31,49.9,0,3.5,9.9,7,8,1,0,0,0
CLI05844,Plus,Mensal,Boleto,Mídia paga,31,79.9,0,9.6,14.9,8,8,0,1,1,1
CLI05845,Plus,Anual,Cartão,Indicação,21,75.9,5,1.4,27.0,9,6,0,1,0,0
CLI05846,Premium,Mensal,Débito automático,Parceiro,53,119.9,0,7.9,25.3,5,7,0,0,0,0
CLI05847,Premium,Anual,Cartão,Mídia paga,46,113.9,5,7.8,52.8,12,6,0,0,0,0
CLI05848,Essencial,Mensal,Cartão,Mídia paga,13,44.91,10,3.3,4.4,2,9,1,2,1,1
CLI05849,Essencial,Mensal,Cartão,Mídia paga,18,39.92,20,2.8,38.4,11,8,1,0,1,1
CLI05850,Plus,Mensal,Cartão,Mídia paga,12,63.92,20,9.1,1.4,6,6,0,0,0,0
CLI05851,Premium,Mensal,Cartão,Busca orgânica,27,119.9,0,0.5,15.5,3,8,0,0,1,0
CLI05852,Premium,Mensal,Cartão,Indicação,33,107.91,10,7.3,26.0,10,7,1,1,0,0
